FIPS_VTD,Precinct Name,CC,FIPS,PRCT,LEG,7am,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresIR,PresDFL,PresOther,CongIR,CongDFL,CongOther,MNSenIR,MNSenDFL,MNSenOther,MNLegIR,MNLegDFL,MNLegOther
0350050,BRAINERD W-4 P-2,18,035,50,12A,853,137,588,111,0,0,699,226,303,170,164,415,120,212,446,41,220,439,40
0350055,BREEZY POINT CITY,18,035,55,12A,426,102,334,69,0,0,403,143,132,128,154,165,84,188,195,20,167,215,21
0350060,CENTER TWP,18,035,60,12A,352,59,293,27,0,0,320,107,126,87,105,169,46,131,180,9,126,184,10
0350065,CROSBY PREC 1,18,035,65,12A,705,129,551,47,0,0,598,177,266,155,139,364,95,181,383,34,153,422,23
0350070,CROSBY PREC 2,18,035,70,12A,483,113,426,23,0,0,449,107,199,143,87,286,76,139,281,29,129,304,16
0350075,CROSSLAKE CITY,18,035,75,12A,1115,151,836,175,0,0,1011,415,298,298,464,393,154,552,423,36,517,462,32
0350080,CROW WING TWP,18,035,80,12B,505,67,413,24,0,0,437,176,123,138,148,204,85,167,252,18,151,257,29
0350085,CUYUNA CITY,18,035,85,12A,110,12,91,9,0,0,100,34,43,23,25,64,11,31,68,1,27,71,2
0350090,DAGGETT BROOK TWP,18,035,90,12B,216,35,174,6,0,0,180,59,67,54,53,97,30,76,98,6,56,114,10
0350095,DAVENPORT PREC,18,035,95,12A,1220,233,1054,80,0,0,1132,480,343,309,442,502,188,491,597,44,523,563,46
0350100,DEAN LAKE TWP,18,035,100,12A,45,3,37,1,0,0,38,13,14,11,9,24,5,18,20,0,11,27,0
0350105,DEERWOOD CITY,18,035,105,12B,368,55,289,18,0,0,307,91,123,93,83,186,38,116,180,11,97,198,12
0350110,DEERWOOD TWP,18,035,110,12B,601,102,521,38,0,0,559,207,207,145,193,296,70,248,279,32,204,317,38
0350115,EMILY CITY,18,035,115,12A,466,62,402,31,0,0,433,144,153,136,136,210,87,170,239,24,143,279,11
0350120,FAIRFIELD TWP,18,035,120,12A,193,23,142,19,0,0,161,51,64,46,61,80,20,74,80,7,65,94,2
0350125,FIFTY LAKES CITY,18,035,125,12A,262,39,191,59,0,0,250,72,97,81,79,121,50,94,147,9,94,148,8
0350130,FORT RIPLEY CITY,18,035,130,12B,48,2,38,1,0,0,39,14,14,11,8,25,6,17,22,0,12,27,0
0350135,FORT RIPLEY TWP,18,035,135,12B,304,28,236,24,0,0,260,83,94,83,83,135,42,105,147,8,83,163,14
0350140,GAIL LAKE TWP,18,035,140,12A,63,4,49,2,0,0,51,23,11,17,24,18,9,29,21,1,23,25,3
0350145,GARRISON CITY,18,035,145,12B,125,26,97,9,0,0,106,35,39,32,27,59,20,32,70,4,28,70,8
0350150,GARRISON TWP,18,035,150,12B,394,74,303,38,0,0,341,94,152,95,91,185,65,133,195,13,111,206,24
0350155,IDEAL TWP,18,035,155,12A,654,91,497,119,0,0,616,258,205,153,283,242,91,330,260,26,297,293,26
0350161,IRONDALE 1/IRONDALE 2,18,035,161,12A,605,115,516,30,0,0,546,196,211,139,131,336,79,177,348,21,179,346,21
0350170,IRONTON CITY,18,035,170,12A,318,54,256,8,0,0,264,61,113,90,49,177,38,72,178,14,74,189,1
0350175,JENKINS CITY,18,035,175,12A,135,15,106,7,0,0,113,52,16,45,54,32,27,66,40,7,52,51,10
0350180,JENKINS TWP,18,035,180,12A,221,39,182,30,0,0,213,98,68,47,110,69,34,121,82,10,114,90,9
0350185,KENNEDY PREC,18,035,185,12A,1270,239,1172,47,0,0,1219,531,363,325,439,602,178,459,720,40,524,652,43
0350190,LAKE EDWARD TWP,18,035,190,12A,1024,126,825,74,0,0,899,331,292,276,297,453,149,403,470,26,402,463,34
0350195,LITTLE PINE TWP,18,035,195,12A,57,3,41,3,0,0,44,14,14,16,12,24,8,22,20,2,14,29,1
0350200,LONG LAKE TWP,18,035,200,12B,593,55,474,27,0,0,501,175,187,139,162,262,77,177,303,21,159,321,21
0350205,MANHATTAN BEACH CITY,18,035,205,12A,61,0,59,1,0,0,60,15,12,33,21,30,9,26,29,5,28,29,3
0350210,MAPLE GROVE TWP,18,035,210,12B,334,53,297,25,0,0,323,96,123,104,92,175,56,104,204,15,98,196,29
0350215,MISSION TWP,18,035,215,12A,429,58,341,45,0,0,386,121,154,111,113,199,74,160,215,11,161,217,8
0350220,NISSWA CITY,18,035,220,12A,1084,176,887,92,0,0,978,402,311,265,361,442,175,427,500,51,435,482,61
0350225,NOKAY LAKE TWP,18,035,225,12B,375,41,320,16,0,1,337,109,139,89,72,220,45,113,213,11,97,220,20
0350230,OAK LAWN TWP,18,035,230,12A,972,167,812,37,0,0,849,268,313,268,213,483,153,275,534,40,301,502,46
0350235,PELICAN TWP,18,035,235,12A,208,22,171,16,0,0,187,82,55,50,79,76,32,83,101,3,83,98,6
0350240,PEQUOT LAKES CITY,18,035,240,12A,537,155,458,25,0,0,483,154,182,147,149,251,83,189,272,22,158,291,34
0350245,PERRY LAKE TWP,18,035,245,12A,116,12,88,8,0,0,96,31,44,21,24,59,13,37,54,5,34,57,5
0350250,PLATTE LAKE TWP,18,035,250,12B,129,17,102,3,0,0,105,30,34,41,29,56,20,41,62,2,32,71,2
0350255,RABBIT LAKE TWP,18,035,255,12A,146,19,121,8,0,0,129,34,63,32,30,79,20,33,88,8,27,98,4
0350260,ROOSEVELT TWP,18,035,260,12B,263,38,206,25,0,0,231,51,115,65,49,135,47,80,137,14,62,152,17
0350265,ROSS LAKE TWP,18,035,265,12A,91,10,65,20,0,0,85,21,43,21,23,50,12,33,51,1,29,54,2
0350270,SIBLEY TWP,18,035,270,12A,387,68,339,28,0,0,367,132,127,108,147,156,64,189,166,12,169,183,15
0350275,ST MATHIAS TWP,18,035,275,12B,249,33,200,5,0,0,205,65,72,68,61,108,36,69,124,12,57,138,10
0350280,TIMOTHY TWP,18,035,280,12A,104,8,76,5,0,0,81,42,25,14,29,38,14,33,43,5,33,43,5
0350285,TROMMALD CITY,18,035,285,12A,48,11,52,0,0,0,52,4,28,20,3,39,10,12,37,3,9,41,2
0350290,WOLFORD TWP,18,035,290,12A,157,31,143,9,0,0,152,41,65,46,29,101,22,42,103,7,28,116,8
0370005,APPLE VALLEY P- 1,19,037,5,36A,1776,273,1580,73,0,0,1653,596,622,435,1036,512,105,936,634,83,1014,567,72
0370010,APPLE VALLEY P- 2,19,037,10,36A,1827,334,1617,57,0,0,1674,623,606,445,1002,536,136,926,653,95,962,629,83
0370015,APPLE VALLEY P- 3,19,037,15,36A,1597,216,1385,75,1,0,1461,528,559,374,911,442,108,807,577,77,833,550,78
0370020,APPLE VALLEY P- 4,19,037,20,36A,1892,359,1702,74,1,0,1777,614,697,466,1059,586,132,944,744,89,978,713,86
0370025,APPLE VALLEY P- 5,19,037,25,36A,3046,365,2410,238,0,0,2648,1133,808,707,1892,585,171,1740,779,129,1766,772,110
0370030,APPLE VALLEY P- 6,19,037,30,36A,1752,318,1537,91,0,0,1628,631,575,422,980,470,178,905,580,143,929,573,126
0370035,APPLE VALLEY P- 7,19,037,35,38B,1447,284,1174,60,0,0,1234,417,454,363,740,367,127,496,644,94,559,569,106
0370040,APPLE VALLEY P- 8,19,037,40,36A,1764,291,1582,86,0,2,1670,567,658,445,965,551,154,861,685,124,846,730,94
0370045,APPLE VALLEY P- 9,19,037,45,36A,2026,247,1787,108,0,0,1895,688,653,554,1239,540,116,1116,685,94,1087,740,68
0370050,APPLE VALLEY P-10,19,037,50,38B,1005,220,966,64,0,0,1030,395,385,250,676,282,72,428,548,54,511,457,62
0370055,APPLE VALLEY P-11,19,037,55,36A,2752,496,2506,116,0,0,2622,964,955,703,1587,846,189,1447,1028,147,1459,1036,127
0370056,APPLE VALLEY P-12,19,037,56,36A,971,262,978,30,0,0,1008,332,378,298,601,328,79,522,404,82,535,395,78
0370060,BURNSVILLE P- 1,19,037,60,38A,2777,444,2303,125,5,0,2433,879,950,604,1484,781,168,1033,1275,125,1216,1049,168
0370065,BURNSVILLE P-2,19,037,65,41B,1848,393,1539,91,0,0,1630,598,595,82,990,502,138,753,761,116,803,745,82
0370070,BURNSVILLE P- 3,19,037,70,41B,2501,501,2030,113,1,1,2145,797,744,153,1338,609,198,1041,897,207,1107,885,153
0370075,BURNSVILLE P- 4,19,037,75,41B,1857,338,1452,101,0,0,1553,468,623,79,903,519,131,686,771,96,726,748,79
0370080,BURNSVILLE P- 5,19,037,80,36B,3421,782,2722,201,2,0,2925,1079,1120,726,1849,822,254,1725,1009,191,2343,0,582
0370085,BURNSVILLE P- 6,19,037,85,38B,965,151,774,38,0,0,812,326,282,204,538,227,47,399,378,35,421,333,58
0370090,BURNSVILLE P- 7,19,037,90,41B,1743,334,1507,87,2,0,1596,621,563,73,1030,449,117,780,699,117,837,686,73
0370095,BURNSVILLE P- 8,19,037,95,36B,3333,461,2635,213,1,0,2849,1087,1039,723,1847,790,212,1734,941,174,2287,0,562
0370100,BURNSVILLE P- 9,19,037,100,36B,3480,795,2757,223,1,0,2981,1092,1134,755,1759,920,302,1590,1132,259,2223,0,758
0370105,BURNSVILLE P-10,19,037,105,36B,2881,502,2500,160,1,0,2661,962,1034,665,1684,748,229,1550,955,156,2098,0,563
0370106,BURNSVILLE P-12,19,037,106,36B,2271,690,1865,77,1,0,1943,637,723,583,1130,616,197,979,799,165,1473,0,470
0370107,BURNSVILLE P-13,19,037,107,36B,2911,493,2471,194,3,0,2668,1063,846,759,1775,703,190,1580,922,166,2146,0,522
0370108,BURNSVILLE P-11,19,037,108,36B,2422,471,2009,116,0,0,2125,662,799,664,1181,735,209,1099,884,142,1669,0,456
0370110,CASTLE ROCK TWP.,19,037,110,37A,890,109,759,4,15,0,778,225,272,281,244,477,57,456,301,21,439,303,36
0370115,COATES,19,037,115,37A,103,24,112,0,0,0,112,33,36,43,56,47,9,48,58,6,74,35,3
0370120,DOUGLAS TWP.,19,037,120,37A,369,55,346,1,0,0,347,133,117,97,95,238,14,192,139,16,212,123,12
0370125,EAGAN P- 1,19,037,125,38A,1496,251,1238,82,0,0,1320,480,502,338,795,411,114,635,615,70,663,542,115
0370130,EAGAN P- 2,19,037,130,38A,1278,387,968,30,0,0,998,280,468,250,474,425,99,332,588,78,374,515,109
0370135,EAGAN P- 3,19,037,135,38A,1277,325,981,33,0,0,1014,325,427,262,566,335,113,420,522,72,465,457,92
0370140,EAGAN P- 4,19,037,140,38A,1294,260,1012,31,0,0,1043,312,438,293,546,405,92,373,617,53,411,542,90
0370145,EAGAN P- 5,19,037,145,38A,1594,354,1245,49,0,0,1294,413,528,353,728,463,103,491,738,65,579,595,120
0370150,EAGAN P- 6,19,037,150,38A,1666,300,1404,46,1,1,1452,468,615,369,821,536,95,554,829,69,617,731,104
0370155,EAGAN P- 7,19,037,155,38A,1983,413,1723,90,0,0,1813,671,670,472,1123,584,106,802,919,92,927,747,139
0370160,EAGAN P- 8,19,037,160,38A,1712,465,1416,75,0,0,1491,520,607,364,873,494,124,597,801,93,716,633,142
0370165,EAGAN P- 9,19,037,165,38B,2289,442,1853,102,1,1,1957,738,746,473,1230,584,143,866,993,98,991,843,123
0370170,EAGAN P-10,19,037,170,38A,1532,211,1276,77,0,0,1353,502,526,325,834,438,81,568,754,31,692,593,68
0370175,EAGAN P-11,19,037,175,38B,2238,479,2131,130,0,0,2261,876,849,536,1500,614,147,990,1177,94,1212,936,113
0370180,EAGAN P-12,19,037,180,38B,1521,294,1181,51,0,0,1232,451,465,316,762,366,104,556,621,55,595,542,95
0370185,EAGAN P-13,19,037,185,38B,1231,132,1021,48,0,0,1069,323,471,275,566,412,91,398,630,41,434,559,76
0370190,EAGAN P-14,19,037,190,38B,1817,303,1511,43,0,1,1555,524,618,413,905,525,125,585,902,68,694,759,102
0370191,EAGAN P-15,19,037,191,38B,1618,297,1346,71,0,0,1417,516,524,377,873,429,115,627,741,49,714,618,85
0370192,EAGAN P-16,19,037,192,38B,1967,233,1638,77,0,0,1715,612,654,449,1099,508,108,722,936,57,861,778,76
0370193,EAGAN P-17,19,037,193,38B,1925,432,1846,65,0,0,1911,632,780,499,1145,619,147,753,1063,95,926,872,113
0370194,EAGAN P-18,19,037,194,38B,1084,197,989,34,1,0,1024,398,374,252,606,333,85,426,536,62,483,466,75
0370195,EMPIRE TWP.,19,037,195,37A,792,117,701,2,0,0,703,249,239,215,426,226,51,450,234,19,432,227,44
0370196,EAGAN P-19,19,037,196,38B,1431,161,1171,69,0,0,1240,455,447,338,802,357,81,549,653,38,649,535,56
0370197,EAGAN P-20,19,037,197,38B,1242,180,1071,55,0,0,1126,409,416,301,694,341,91,482,599,45,560,506,60
0370200,EUREKA TWP.,19,037,200,37A,809,138,613,20,1,0,634,272,229,244,277,413,7,417,308,7,391,302,16
0370205,FARMINGTON P-1,19,037,205,37A,1382,245,1119,67,0,0,1186,361,498,327,681,431,74,704,456,26,634,488,64
0370210,FARMINGTON P-2,19,037,210,37A,865,139,745,30,0,0,775,249,316,210,449,257,69,461,291,23,427,297,51
0370215,FARMINGTON P-3,19,037,215,37B,1231,279,1159,23,0,0,1182,403,417,362,693,397,92,570,562,50,604,490,88
0370220,GREENVALE TWP.,19,037,220,37A,349,47,307,6,0,0,313,96,131,86,73,224,16,164,134,15,156,136,21
0370225,HAMPTON,19,037,225,37A,196,38,183,0,3,0,186,58,71,57,46,122,18,93,88,5,111,68,7
0370230,HAMPTON TWP.,19,037,230,37A,468,77,407,18,0,0,425,162,119,144,121,262,42,244,157,24,282,124,19
0370235,HASTINGS W-1 P-1,19,037,235,29A,2100,477,1806,60,1,0,1867,457,878,532,898,823,146,569,1196,102,985,815,67
0370240,HASTINGS W-2,19,037,240,29A,2125,354,1735,108,0,0,1843,547,832,464,932,753,158,620,1115,108,994,789,60
0370245,HASTINGS W-3,19,037,245,29A,2394,331,2027,104,0,0,2131,679,929,523,1158,845,128,787,1237,107,1241,818,72
0370250,HASTINGS W-4,19,037,250,29A,2485,325,2056,162,0,0,2218,742,928,548,1326,782,110,888,1219,111,1418,753,47
0370255,INVER GROVE HGHTS.P-1,19,037,255,39B,1498,268,1354,49,0,0,1403,443,608,352,718,577,108,770,594,39,592,743,68
0370260,INVER GROVE HGHTS.P-2,19,037,260,39B,1857,331,1503,91,0,0,1594,497,610,487,851,610,133,830,688,76,737,734,123
0370265,INVER GROVE HGHTS.P-3,19,037,265,39B,1336,247,1140,38,0,1,1179,276,546,357,508,559,112,491,633,55,392,701,86
0370270,INVER GROVE HGHTS.P-4,19,037,270,39B,2170,411,1990,63,0,0,2053,470,983,600,910,990,153,888,1109,56,685,1270,98
0370275,INVER GROVE HGHTS.P-5,19,037,275,39B,1674,310,1426,25,0,0,1451,354,708,389,622,716,113,628,789,34,482,898,71
0370280,INVER GROVE HGHTS.P-6,19,037,280,39B,615,92,530,22,0,0,552,145,277,130,236,269,47,241,296,15,175,347,30
0370281,INVER GROVE HGHTS.P-9,19,037,281,39A,1228,336,951,16,0,0,967,239,489,239,417,449,101,393,519,55,272,593,102
0370285,INVER GROVE HGHTS.P-7,19,037,285,39B,1637,205,1398,75,0,0,1473,351,729,393,601,758,114,667,763,43,497,902,74
0370286,INVER GROVE HGHTS.P-8,19,037,286,39B,1404,163,1133,121,0,0,1254,372,511,371,680,480,94,662,565,27,564,641,49
0370287,INVER GROVE HGHTS.P-10,19,037,287,39A,722,197,606,41,0,0,647,214,293,140,323,241,83,278,313,56,222,344,81
0370290,LAKEVILLE P-1,19,037,290,37B,2287,253,1970,72,2,0,2044,605,795,644,1131,734,179,891,1072,81,1189,786,69
0370295,LAKEVILLE P-2,19,037,295,37B,1423,285,1293,65,0,0,1358,459,443,456,832,417,109,648,663,47,856,455,47
0370300,LAKEVILLE P-3,19,037,300,37B,1615,401,1415,74,0,0,1489,604,480,405,955,400,134,760,653,76,850,563,76
0370305,LAKEVILLE P-4,19,037,305,37B,2429,51,2300,135,0,0,2435,957,812,666,1615,647,173,1247,1075,113,1519,801,115
0370310,LAKEVILLE P-5,19,037,310,37B,3034,1010,3249,108,0,0,3357,1286,1117,954,2053,1020,284,1518,1679,160,1837,1288,232
0370311,LAKEVILLE P-6,19,037,311,37B,2460,403,2010,83,0,0,2093,681,820,592,1137,782,174,808,1209,76,1010,957,126
0370312,LAKEVILLE P-7,19,037,312,36A,901,143,808,14,0,0,822,278,301,243,487,278,57,415,368,39,465,327,30
0370313,LAKEVILLE P-8,19,037,313,37B,1197,354,1097,8,0,0,1105,325,387,393,579,419,107,459,592,54,521,508,76
0370315,LILYDALE,19,037,315,38A,597,65,438,80,0,0,518,235,201,82,370,120,28,275,222,21,324,160,34
0370320,MARSHAN TWP.P-1,19,037,320,37A,667,76,586,0,0,0,586,162,222,202,283,254,49,301,257,28,330,218,38
0370321,MARSHAN TWP. P-2,19,037,321,37A,72,17,65,1,0,0,66,23,20,23,17,44,5,32,30,4,37,22,7
0370325,MENDOTA,19,037,325,38A,125,23,113,1,0,0,114,21,62,31,41,57,16,34,68,12,34,66,14
0370330,MENDOTA HEIGHTS P-1,19,037,330,39A,2137,182,1767,164,1,0,1932,723,807,402,1169,644,119,990,852,90,883,941,108
0370335,MENDOTA HEIGHTS P-2,19,037,335,38A,1489,130,1231,125,0,0,1356,510,591,255,869,412,75,659,644,53,756,524,76
0370340,MENDOTA HEIGHTS P-3,19,037,340,38A,1229,146,992,73,0,0,1065,345,479,241,627,374,64,484,548,33,539,468,58
0370345,MENDOTA HEIGHTS P-4,19,037,345,38A,1408,166,1240,74,0,0,1314,490,546,278,773,456,85,621,642,51,674,571,69
0370347,MENDOTA HEIGHTS P-5,19,037,347,38A,979,227,1001,52,0,0,1053,411,398,244,686,300,67,545,470,38,616,381,56
0370350,MIESVILLE,19,037,350,37A,93,9,78,5,0,0,83,24,44,15,12,66,5,47,32,4,54,26,3
0370355,NEW TRIER,19,037,355,37A,54,12,47,0,0,0,47,8,20,19,10,34,3,19,25,3,31,12,4
0370360,NININGER TWP.,19,037,360,37A,484,69,425,13,0,0,438,129,162,147,244,169,25,266,145,27,301,112,25
0370365,NORTHFIELD W-3 P-3,19,037,365,25A,119,22,97,24,0,0,121,36,55,30,33,80,8,74,42,5,78,34,9
0370366,NORTHFIELD W-3 P-4,19,037,366,37A,36,1,18,18,0,0,36,8,21,7,8,28,0,12,24,0,17,19,0
0370370,RANDOLPH,19,037,370,37A,202,31,175,2,0,0,177,54,69,54,42,126,9,87,85,5,106,63,8
0370375,RANDOLPH TWP.,19,037,375,37A,267,45,245,11,0,0,256,80,80,96,70,171,15,132,119,5,152,95,9
0370380,RAVENNA TWP.,19,037,380,29A,1203,149,1046,43,0,0,1089,299,459,331,546,452,91,389,641,59,608,442,39
0370385,ROSEMOUNT P-1,19,037,385,37A,1095,298,1126,71,0,0,1197,463,384,350,776,332,89,629,499,69,714,408,75
0370390,ROSEMOUNT P-2,19,037,390,37A,985,245,902,31,0,0,933,269,379,285,456,380,97,384,497,52,480,391,62
0370395,ROSEMOUNT P-3,19,037,395,37A,1066,117,847,34,0,0,881,310,351,220,489,308,84,422,406,53,535,291,55
0370400,ROSEMOUNT P-4,19,037,400,37A,1169,313,1094,45,1,0,1140,363,420,357,661,401,78,488,611,41,648,435,57
0370401,ROSEMOUNT P-5,19,037,401,37A,1098,162,835,52,0,0,887,269,321,297,495,326,66,439,411,37,526,320,41
0370405,SCIOTA TWP.,19,037,405,37A,135,23,132,3,1,0,136,54,36,46,35,95,6,83,47,6,82,46,8
0370410,S. ST. PAUL W-1 P-1,19,037,410,39A,441,85,372,14,0,0,386,86,186,114,92,241,53,162,212,12,94,269,23
0370415,S. ST. PAUL W-1 P-2,19,037,415,39A,2419,357,2007,123,0,0,2130,524,1105,501,627,1253,250,839,1191,100,519,1461,150
0370420,S. ST. PAUL W-1 P-3,19,037,420,39A,1787,199,1539,84,0,0,1623,488,742,393,584,884,155,720,851,52,487,1050,86
0370425,S. ST. PAUL W-2 P-1,19,037,425,39B,1964,334,1495,61,0,0,1556,331,838,387,555,832,169,563,932,61,428,1019,109
0370430,S. ST. PAUL W-2 P-2,19,037,430,39B,2218,281,1734,84,0,0,1818,439,957,422,525,1085,208,724,1046,48,509,1192,117
0370440,S. ST. PAUL W-3 P-1,19,037,440,39B,1497,209,1180,44,0,0,1224,264,696,264,423,678,123,452,734,38,296,831,97
0370445,S. ST. PAUL W-3 P-2,19,037,445,39B,2471,349,1878,92,0,0,1970,392,1106,472,716,1106,148,720,1208,42,539,1336,95
0370455,SUNFISH LAKE,19,037,455,39A,322,27,268,22,0,0,290,163,86,41,217,55,18,185,95,10,200,81,9
0370460,VERMILLION,19,037,460,37A,289,48,260,4,0,0,264,86,100,78,133,111,20,145,110,9,164,90,10
0370465,VERMILLION TWP.,19,037,465,37A,700,106,609,13,0,1,623,176,237,210,317,242,64,363,225,35,415,177,31
0370470,WATERFORD TWP.,19,037,470,37A,308,38,268,7,0,0,275,99,94,82,62,201,12,160,104,11,160,103,12
0370475,W. ST. PAUL W-1 P-1,19,037,475,39A,1381,251,1183,44,1,1,1229,272,650,307,353,735,141,485,691,53,303,826,100
0370480,W. ST. PAUL W-1 P-2,19,037,480,39A,1143,189,1065,40,0,0,1105,264,587,254,342,644,119,458,584,63,312,711,82
0370485,W. ST. PAUL W-1 P-3,19,037,485,39A,1440,237,722,121,0,0,843,225,453,165,243,498,102,324,470,49,232,539,72
0370490,W. ST. PAUL W-2 P-1,19,037,490,39A,1259,199,991,39,0,0,1030,244,525,261,301,598,131,435,545,50,289,656,85
0370495,W. ST. PAUL W-2 P-2,19,037,495,39A,1489,162,1233,70,0,0,1303,356,665,282,458,746,99,564,679,60,392,826,85
0370500,W. ST. PAUL W-2 P-3,19,037,500,39A,1589,243,1218,169,0,0,1387,419,762,206,494,776,117,595,720,72,433,854,100
0370505,W. ST. PAUL W-3 P-1,19,037,505,39A,1130,212,1234,53,0,1,1288,330,721,237,408,751,129,581,668,39,361,838,89
0370510,W. ST. PAUL W-3 P-2,19,037,510,39A,1695,154,1326,89,0,0,1415,533,583,299,705,620,90,805,566,44,609,735,71
0370515,W. ST. PAUL W-3 P-3,19,037,515,39A,1466,186,1210,89,0,0,1299,449,592,258,584,619,96,691,554,54,512,697,90
0390005,ASHLAND TWP.,20,039,5,28B,224,26,165,3,0,0,194,87,53,54,47,147,0,78,57,59,105,85,4
0390010,CANISTEO TWP.,20,039,10,28B,381,66,354,9,0,0,363,154,80,129,83,276,4,178,96,89,198,148,17
0390015,CLAREMONT,20,039,15,28B,341,46,260,4,0,0,264,80,92,92,62,196,6,122,66,76,138,111,15
0390020,CLAREMONT TWP.,20,039,20,28B,210,42,199,7,0,0,206,85,43,78,60,139,7,95,48,63,139,61,6
0390025,CONCORD TWP.,20,039,25,28B,379,43,313,0,6,0,319,133,110,76,76,238,5,127,62,130,223,84,12
0390030,DODGE CENTER,20,039,30,28B,1147,202,833,43,0,0,876,354,283,239,231,601,44,306,265,305,494,325,57
0390035,ELLINGTON TWP.,20,039,35,28B,197,15,149,2,0,0,151,62,54,35,43,105,3,76,29,46,114,36,1
0390040,HAYFIELD,20,039,40,28B,749,92,606,51,0,0,657,213,303,141,117,518,22,267,227,163,332,284,41
0390045,HAYFIELD TWP.,20,039,45,28B,230,42,164,4,0,0,210,58,85,67,29,181,0,89,79,42,97,108,5
0390050,KASSON P-WEST,20,039,50,28B,1335,271,1083,70,0,0,1153,430,375,348,271,819,63,491,325,337,646,421,86
0390051,KASSON P-EAST,20,039,51,28B,652,170,589,21,0,0,610,230,186,194,174,406,30,261,186,163,343,227,40
0390055,MANTORVILLE,20,039,55,28B,516,99,431,20,0,0,451,169,134,148,129,314,8,163,151,137,246,184,21
0390060,MANTORVILLE TWP.,20,039,60,28B,740,138,663,44,0,1,708,298,175,235,208,492,8,331,159,218,392,287,29
0390065,MILTON TWP.,20,039,65,28B,407,52,326,17,0,0,343,139,97,107,80,257,6,130,105,108,196,134,13
0390070,RIPLEY TWP.,20,039,70,28B,128,10,87,1,0,0,88,34,27,36,35,62,0,51,20,25,55,35,0
0390075,VERNON TWP.,20,039,75,31A,324,0,322,0,0,0,328,101,151,76,33,289,6,169,152,7,259,0,69
0390080,WASIOJA TWP.,20,039,80,28B,480,101,421,13,0,0,434,178,118,138,116,311,7,187,92,155,261,157,16
0390085,WEST CONCORD,20,039,85,28B,568,54,428,27,0,0,455,187,181,87,111,338,6,206,67,182,343,102,10
0390090,WESTFIELD TWP.,20,039,90,28B,235,34,215,0,2,0,217,57,73,87,34,178,5,79,70,68,89,119,9
0410005,ALEXANDRIA W-1,21,041,5,10B,949,261,805,81,0,0,886,359,299,228,442,369,75,480,357,49,593,259,34
0410010,ALEXANDRIA W-2,21,041,10,10B,874,167,705,30,0,0,735,294,251,190,378,308,49,384,326,25,490,216,29
0410015,ALEXANDRIA W-3,21,041,15,10B,913,140,733,59,0,1,793,335,282,176,413,318,62,437,311,45,538,234,21
0410020,ALEXANDRIA W-4,21,041,20,10B,816,148,418,218,0,0,680,255,261,164,303,321,56,360,277,43,419,234,27
0410025,ALEXANDRIA W-5,21,041,25,10B,906,132,680,100,2,0,782,324,300,158,398,339,45,428,309,45,504,243,35
0410030,ALEXANDRIA TWP.,21,041,30,10B,2593,376,2001,128,0,0,2376,1027,670,679,1226,976,174,1391,902,83,1708,604,64
0410035,BELLE RIVER TWP.,21,041,35,11B,215,18,185,8,0,0,193,70,61,62,96,93,4,50,132,11,70,115,8
0410040,BRANDON,21,041,40,10B,239,43,243,8,0,0,251,96,85,70,148,102,1,157,93,1,181,69,1
0410045,BRANDON TWP.,21,041,45,10B,348,49,311,10,0,0,321,141,96,84,197,120,4,203,111,7,251,66,4
0410050,CARLOS,21,041,50,10B,238,24,196,12,0,0,208,71,63,74,117,90,1,112,91,5,136,71,1
0410055,CARLOS TWP.,21,041,55,10B,997,102,831,70,0,0,901,371,281,249,478,369,54,557,318,26,634,240,27
0410060,EVANSVILLE,21,041,60,10A,346,36,283,33,0,0,316,131,123,62,160,147,9,194,113,9,118,189,9
0410065,EVANSVILLE TWP.,21,041,65,10A,143,18,132,9,0,0,141,55,46,40,51,66,24,84,53,4,66,70,5
0410070,FORADA,21,041,70,10B,111,15,115,0,0,0,115,46,32,37,56,56,3,59,51,5,73,37,5
0410075,GARFIELD,21,041,75,10B,149,21,133,11,0,0,144,45,50,49,83,55,6,79,60,5,99,45,0
0410080,HOLMES CITY TWP.,21,041,80,13A,394,48,345,24,0,0,369,148,115,106,206,153,10,201,160,8,175,172,22
0410085,HUDSON TWP.,21,041,85,10B,367,66,325,18,0,0,343,101,115,127,188,151,4,179,155,9,227,112,4
0410090,IDA TWP.,21,041,90,10B,574,62,452,42,0,0,494,190,142,162,273,213,8,284,202,8,355,134,5
0410095,KENSINGTON,21,041,95,13A,179,22,143,11,0,0,154,52,47,55,82,66,6,84,64,6,62,86,6
0410100,LA GRAND TWP.,21,041,100,10B,2232,347,1925,131,0,1,2057,924,624,509,1121,821,115,1228,761,68,1518,493,46
0410105,LAKE MARY TWP.,21,041,105,10B,585,58,492,37,0,1,530,184,188,158,281,237,12,276,232,22,356,166,8
0410110,LEAF VALLEY TWP,21,041,110,10A,273,26,233,16,0,0,249,95,79,75,136,108,5,137,107,5,119,120,10
0410115,LUND TWP.,21,041,115,10A,189,19,158,0,10,0,168,59,71,38,75,91,2,90,71,7,79,87,2
0410120,MILLERVILLE,21,041,120,10A,68,5,57,1,0,0,58,28,13,17,37,21,0,43,13,2,18,36,4
0410125,MILLERVILLE TWP.,21,041,125,10A,146,16,109,20,0,0,129,54,42,33,68,59,2,87,40,2,66,62,1
0410130,MILTONA,21,041,130,10A,127,16,128,2,0,0,130,49,42,39,79,50,1,77,51,2,59,69,2
